Date,Time,File,Subj,Cond,Block,Trial,Order,Resp,Name,Stim,RT,Correct,Started@,LoadTime,TotalInt,Stim 1,Time 1,Stim 2,Time 2,Stim 3,Time 3,Stim 4,Time 4,Stim 5,Time 5,Stim 6,Time 6,Stim 7,Time 7,Stim 8,Time 8,
2023-03-15,16:47,C:\Users\N400 BCI\Desktop\N400_BCI_Direct_RT_2022\N400-BCI-DRTscript-v1.csv,004,1,-3,12,47.01,253,MOUSE-R,"7_respond.bmp",930,True,247975,37,506,"252",0,"+ <1>",894,"186",0,"shirt.bmp",318,"246",0,"shirt_foil.wav",1204,"253",0,"7_respond.bmp",932,
2023-03-15,16:47,C:\Users\N400 BCI\Desktop\N400_BCI_Direct_RT_2022\N400-BCI-DRTscript-v1.csv,004,1,-3,13,48.01,-1,-1,-1,-1,-1,252344,31,506,"252",0,"+ <1>",985,"30",0,"bow.bmp",301,"245",0,"bow.wav",1196,
2023-03-15,16:47,C:\Users\N400 BCI\Desktop\N400_BCI_Direct_RT_2022\N400-BCI-DRTscript-v1.csv,004,1,-3,14,49.01,-1,-1,-1,-1,-1,255332,32,507,"252",0,"+ <1>",980,"157",0,"pepper.bmp",324,"246",0,"pepper_foil.wav",1195,
2023-03-15,16:47,C:\Users\N400 BCI\Desktop\N400_BCI_Direct_RT_2022\N400-BCI-DRTscript-v1.csv,004,1,-3,15,50.01,-1,-1,-1,-1,-1,258338,32,507,"252",0,"+ <1>",1148,"206",0,"sweater.bmp",300,"246",0,"sweater_foil.wav",1196,
2023-03-15,16:47,C:\Users\N400 BCI\Desktop\N400_BCI_Direct_RT_2022\N400-BCI-DRTscript-v1.csv,004,1,-3,16,51.01,252,MOUSE-L,"7_respond.bmp",490,True,261489,39,506,"252",0,"+ <1>",976,"18",0,"basket.bmp",331,"245",0,"basket.wav",1203,"253",0,"7_respond.bmp",494,
2023-03-15,16:47,C:\Users\N400 BCI\Desktop\N400_BCI_Direct_RT_2022\N400-BCI-DRTscript-v1.csv,004,1,-4,1,53.01,252,MOUSE-L,"7_respond.bmp",927,True,282374,38,507,"252",0,"+ <1>",1192,"151",0,"peacock.bmp",296,"245",0,"peacock.wav",1204,"253",0,"7_respond.bmp",929,
2023-03-15,16:47,C:\Users\N400 BCI\Desktop\N400_BCI_Direct_RT_2022\N400-BCI-DRTscript-v1.csv,004,1,-4,2,54.01,253,MOUSE-R,"7_respond.bmp",833,True,287018,36,507,"252",0,"+ <1>",1362,"139",0,"nailfile.bmp",239,"246",0,"nailfile_foil.wav",1204,"253",0,"7_respond.bmp",838,
2023-03-15,16:47,C:\Users\N400 BCI\Desktop\N400_BCI_Direct_RT_2022\N400-BCI-DRTscript-v1.csv,004,1,-4,3,55.01,-1,-1,-1,-1,-1,291684,31,507,"252",0,"+ <1>",1289,"94",0,"garbagecan.bmp",288,"245",0,"garbagecan.wav",1195,
2023-03-15,16:47,C:\Users\N400 BCI\Desktop\N400_BCI_Direct_RT_2022\N400-BCI-DRTscript-v1.csv,004,1,-4,4,56.01,-1,-1,-1,-1,-1,294963,30,506,"252",0,"+ <1>",1198,"171",0,"refrigerator.bmp",277,"245",0,"refrigerator.wav",1200,
2023-03-15,16:47,C:\Users\N400 BCI\Desktop\N400_BCI_Direct_RT_2022\N400-BCI-DRTscript-v1.csv,004,1,-4,5,57.01,253,MOUSE-R,"7_respond.bmp",1312,True,298144,37,507,"252",0,"+ <1>",1392,"159",0,"pig.bmp",330,"246",0,"pig_foil.wav",1205,"253",0,"7_respond.bmp",1318,
